,path,emotion
2933,data/training\Actor_03\03_02_01_01_kids-talking_sad.wav,sad
2934,data/training\Actor_03\03_02_01_02_dogs-sitting_sad.wav,sad
2935,data/training\Actor_03\03_02_01_02_kids-talking_sad.wav,sad
2936,data/training\Actor_03\03_02_02_01_dogs-sitting_sad.wav,sad
2937,data/training\Actor_03\03_02_02_01_kids-talking_sad.wav,sad
2938,data/training\Actor_03\03_02_02_02_dogs-sitting_sad.wav,sad
2939,data/training\Actor_03\03_02_02_02_kids-talking_sad.wav,sad
2940,data/training\Actor_04\03-02-04-01-01-01-04_sad.wav,sad
2941,data/training\Actor_04\03-02-04-01-01-02-04_sad.wav,sad
2942,data/training\Actor_04\03-02-04-01-02-01-04_sad.wav,sad
2943,data/training\Actor_04\03-02-04-01-02-02-04_sad.wav,sad
2944,data/training\Actor_04\03-02-04-02-01-01-04_sad.wav,sad
2945,data/training\Actor_04\03-02-04-02-01-02-04_sad.wav,sad
2946,data/training\Actor_04\03-02-04-02-02-01-04_sad.wav,sad
2947,data/training\Actor_04\03-02-04-02-02-02-04_sad.wav,sad
2948,data/training\Actor_04\04_01_01_01_dogs-sitting_sad.wav,sad
2949,data/training\Actor_04\04_01_01_01_kids-talking_sad.wav,sad
2950,data/training\Actor_04\04_01_01_02_dogs-sitting_sad.wav,sad
2951,data/training\Actor_04\04_01_01_02_kids-talking_sad.wav,sad
2952,data/training\Actor_04\04_01_02_01_dogs-sitting_sad.wav,sad
2953,data/training\Actor_04\04_01_02_01_kids-talking_sad.wav,sad
2954,data/training\Actor_04\04_01_02_02_dogs-sitting_sad.wav,sad
2955,data/training\Actor_04\04_01_02_02_kids-talking_sad.wav,sad
2956,data/training\Actor_04\04_02_01_01_dogs-sitting_sad.wav,sad
2957,data/training\Actor_04\04_02_01_01_kids-talking_sad.wav,sad
2958,data/training\Actor_04\04_02_01_02_dogs-sitting_sad.wav,sad
2959,data/training\Actor_04\04_02_01_02_kids-talking_sad.wav,sad
2960,data/training\Actor_04\04_02_02_01_dogs-sitting_sad.wav,sad
2961,data/training\Actor_04\04_02_02_01_kids-talking_sad.wav,sad
2962,data/training\Actor_04\04_02_02_02_dogs-sitting_sad.wav,sad
2963,data/training\Actor_04\04_02_02_02_kids-talking_sad.wav,sad
2964,data/training\Actor_05\03-02-04-01-01-01-05_sad.wav,sad
2965,data/training\Actor_05\03-02-04-01-01-02-05_sad.wav,sad
2966,data/training\Actor_05\03-02-04-01-02-01-05_sad.wav,sad
2967,data/training\Actor_05\03-02-04-01-02-02-05_sad.wav,sad
2968,data/training\Actor_05\03-02-04-02-01-01-05_sad.wav,sad
2969,data/training\Actor_05\03-02-04-02-01-02-05_sad.wav,sad
2970,data/training\Actor_05\03-02-04-02-02-01-05_sad.wav,sad
2971,data/training\Actor_05\03-02-04-02-02-02-05_sad.wav,sad
2972,data/training\Actor_05\05_01_01_01_dogs-sitting_sad.wav,sad
2973,data/training\Actor_05\05_01_01_01_kids-talking_sad.wav,sad
2974,data/training\Actor_05\05_01_01_02_dogs-sitting_sad.wav,sad
2975,data/training\Actor_05\05_01_01_02_kids-talking_sad.wav,sad
2976,data/training\Actor_05\05_01_02_01_dogs-sitting_sad.wav,sad
2977,data/training\Actor_05\05_01_02_01_kids-talking_sad.wav,sad
2978,data/training\Actor_05\05_01_02_02_dogs-sitting_sad.wav,sad
2979,data/training\Actor_05\05_01_02_02_kids-talking_sad.wav,sad
2980,data/training\Actor_05\05_02_01_01_dogs-sitting_sad.wav,sad
2981,data/training\Actor_05\05_02_01_01_kids-talking_sad.wav,sad
2982,data/training\Actor_05\05_02_01_02_dogs-sitting_sad.wav,sad
2983,data/training\Actor_05\05_02_01_02_kids-talking_sad.wav,sad
2984,data/training\Actor_05\05_02_02_01_dogs-sitting_sad.wav,sad
2985,data/training\Actor_05\05_02_02_01_kids-talking_sad.wav,sad
2986,data/training\Actor_05\05_02_02_02_dogs-sitting_sad.wav,sad
2987,data/training\Actor_05\05_02_02_02_kids-talking_sad.wav,sad
2988,data/training\Actor_06\03-02-04-01-01-01-06_sad.wav,sad
2989,data/training\Actor_06\03-02-04-01-01-02-06_sad.wav,sad
2990,data/training\Actor_06\03-02-04-01-02-01-06_sad.wav,sad
2991,data/training\Actor_06\03-02-04-01-02-02-06_sad.wav,sad
2992,data/training\Actor_06\03-02-04-02-01-01-06_sad.wav,sad
2993,data/training\Actor_06\03-02-04-02-01-02-06_sad.wav,sad
2994,data/training\Actor_06\03-02-04-02-02-01-06_sad.wav,sad
2995,data/training\Actor_06\03-02-04-02-02-02-06_sad.wav,sad
2996,data/training\Actor_06\06_01_01_01_dogs-sitting_sad.wav,sad
2997,data/training\Actor_06\06_01_01_01_kids-talking_sad.wav,sad
2998,data/training\Actor_06\06_01_01_02_dogs-sitting_sad.wav,sad
2999,data/training\Actor_06\06_01_01_02_kids-talking_sad.wav,sad
3000,data/training\Actor_06\06_01_02_01_dogs-sitting_sad.wav,sad
3001,data/training\Actor_06\06_01_02_01_kids-talking_sad.wav,sad
3002,data/training\Actor_06\06_01_02_02_dogs-sitting_sad.wav,sad
3003,data/training\Actor_06\06_01_02_02_kids-talking_sad.wav,sad
3004,data/training\Actor_06\06_02_01_01_dogs-sitting_sad.wav,sad
3005,data/training\Actor_06\06_02_01_01_kids-talking_sad.wav,sad
3006,data/training\Actor_06\06_02_01_02_dogs-sitting_sad.wav,sad
3007,data/training\Actor_06\06_02_01_02_kids-talking_sad.wav,sad
3008,data/training\Actor_06\06_02_02_01_dogs-sitting_sad.wav,sad
3009,data/training\Actor_06\06_02_02_01_kids-talking_sad.wav,sad
3010,data/training\Actor_06\06_02_02_02_dogs-sitting_sad.wav,sad
3011,data/training\Actor_06\06_02_02_02_kids-talking_sad.wav,sad
3012,data/training\Actor_07\07_01_01_01_dogs-sitting_sad.wav,sad
3013,data/training\Actor_07\07_01_01_01_kids-talking_sad.wav,sad
3014,data/training\Actor_07\07_01_01_02_dogs-sitting_sad.wav,sad
3015,data/training\Actor_07\07_01_01_02_kids-talking_sad.wav,sad
3016,data/training\Actor_07\07_01_02_01_dogs-sitting_sad.wav,sad
3017,data/training\Actor_07\07_01_02_01_kids-talking_sad.wav,sad
3018,data/training\Actor_07\07_01_02_02_dogs-sitting_sad.wav,sad
3019,data/training\Actor_07\07_01_02_02_kids-talking_sad.wav,sad
3020,data/training\Actor_07\07_02_01_01_dogs-sitting_sad.wav,sad
3021,data/training\Actor_07\07_02_01_01_kids-talking_sad.wav,sad
3022,data/training\Actor_07\07_02_01_02_dogs-sitting_sad.wav,sad
3023,data/training\Actor_07\07_02_01_02_kids-talking_sad.wav,sad
3024,data/training\Actor_07\07_02_02_01_dogs-sitting_sad.wav,sad
3025,data/training\Actor_07\07_02_02_01_kids-talking_sad.wav,sad
3026,data/training\Actor_07\07_02_02_02_dogs-sitting_sad.wav,sad
3027,data/training\Actor_07\07_02_02_02_kids-talking_sad.wav,sad
3028,data/training\Actor_08\08_01_01_01_dogs-sitting_sad.wav,sad
3029,data/training\Actor_08\08_01_01_01_kids-talking_sad.wav,sad
3030,data/training\Actor_08\08_01_01_02_dogs-sitting_sad.wav,sad
3031,data/training\Actor_08\08_01_01_02_kids-talking_sad.wav,sad
3032,data/training\Actor_08\08_01_02_01_dogs-sitting_sad.wav,sad
3033,data/training\Actor_08\08_01_02_01_kids-talking_sad.wav,sad
3034,data/training\Actor_08\08_01_02_02_dogs-sitting_sad.wav,sad
3035,data/training\Actor_08\08_01_02_02_kids-talking_sad.wav,sad
3036,data/training\Actor_08\08_02_01_01_dogs-sitting_sad.wav,sad
3037,data/training\Actor_08\08_02_01_01_kids-talking_sad.wav,sad
3038,data/training\Actor_08\08_02_01_02_dogs-sitting_sad.wav,sad
3039,data/training\Actor_08\08_02_01_02_kids-talking_sad.wav,sad
3040,data/training\Actor_08\08_02_02_01_dogs-sitting_sad.wav,sad
3041,data/training\Actor_08\08_02_02_01_kids-talking_sad.wav,sad
3042,data/training\Actor_08\08_02_02_02_dogs-sitting_sad.wav,sad
3043,data/training\Actor_08\08_02_02_02_kids-talking_sad.wav,sad
3044,data/training\Actor_09\09_01_01_01_dogs-sitting_sad.wav,sad
3045,data/training\Actor_09\09_01_01_01_kids-talking_sad.wav,sad
3046,data/training\Actor_09\09_01_01_02_dogs-sitting_sad.wav,sad
3047,data/training\Actor_09\09_01_01_02_kids-talking_sad.wav,sad
3048,data/training\Actor_09\09_01_02_01_dogs-sitting_sad.wav,sad
3049,data/training\Actor_09\09_01_02_01_kids-talking_sad.wav,sad
3050,data/training\Actor_09\09_01_02_02_dogs-sitting_sad.wav,sad
3051,data/training\Actor_09\09_01_02_02_kids-talking_sad.wav,sad
3052,data/training\Actor_09\09_02_01_01_dogs-sitting_sad.wav,sad
3053,data/training\Actor_09\09_02_01_01_kids-talking_sad.wav,sad
3054,data/training\Actor_09\09_02_01_02_dogs-sitting_sad.wav,sad
3055,data/training\Actor_09\09_02_01_02_kids-talking_sad.wav,sad
3056,data/training\Actor_09\09_02_02_01_dogs-sitting_sad.wav,sad
3057,data/training\Actor_09\09_02_02_01_kids-talking_sad.wav,sad
3058,data/training\Actor_09\09_02_02_02_dogs-sitting_sad.wav,sad
3059,data/training\Actor_09\09_02_02_02_kids-talking_sad.wav,sad
3060,data/training\Actor_10\10_01_01_01_dogs-sitting_sad.wav,sad
3061,data/training\Actor_10\10_01_01_01_kids-talking_sad.wav,sad
3062,data/training\Actor_10\10_01_01_02_dogs-sitting_sad.wav,sad
3063,data/training\Actor_10\10_01_01_02_kids-talking_sad.wav,sad
3064,data/training\Actor_10\10_01_02_01_dogs-sitting_sad.wav,sad
3065,data/training\Actor_10\10_01_02_01_kids-talking_sad.wav,sad
3066,data/training\Actor_10\10_01_02_02_dogs-sitting_sad.wav,sad
3067,data/training\Actor_10\10_01_02_02_kids-talking_sad.wav,sad
3068,data/training\Actor_10\10_02_01_01_dogs-sitting_sad.wav,sad
3069,data/training\Actor_10\10_02_01_01_kids-talking_sad.wav,sad
3070,data/training\Actor_10\10_02_01_02_dogs-sitting_sad.wav,sad
3071,data/training\Actor_10\10_02_01_02_kids-talking_sad.wav,sad
3072,data/training\Actor_10\10_02_02_01_dogs-sitting_sad.wav,sad
3073,data/training\Actor_10\10_02_02_01_kids-talking_sad.wav,sad
3074,data/training\Actor_10\10_02_02_02_dogs-sitting_sad.wav,sad
3075,data/training\Actor_10\10_02_02_02_kids-talking_sad.wav,sad
3076,data/training\Actor_11\03-02-04-01-01-01-11_sad.wav,sad
3077,data/training\Actor_11\03-02-04-01-01-02-11_sad.wav,sad
3078,data/training\Actor_11\03-02-04-01-02-01-11_sad.wav,sad
3079,data/training\Actor_11\03-02-04-01-02-02-11_sad.wav,sad
3080,data/training\Actor_11\03-02-04-02-01-01-11_sad.wav,sad
3081,data/training\Actor_11\03-02-04-02-01-02-11_sad.wav,sad
3082,data/training\Actor_11\03-02-04-02-02-01-11_sad.wav,sad
3083,data/training\Actor_11\03-02-04-02-02-02-11_sad.wav,sad
3084,data/training\Actor_11\11_01_01_01_dogs-sitting_sad.wav,sad
3085,data/training\Actor_11\11_01_01_01_kids-talking_sad.wav,sad
3086,data/training\Actor_11\11_01_01_02_dogs-sitting_sad.wav,sad
3087,data/training\Actor_11\11_01_01_02_kids-talking_sad.wav,sad
3088,data/training\Actor_11\11_01_02_01_dogs-sitting_sad.wav,sad
3089,data/training\Actor_11\11_01_02_01_kids-talking_sad.wav,sad
3090,data/training\Actor_11\11_01_02_02_dogs-sitting_sad.wav,sad
3091,data/training\Actor_11\11_01_02_02_kids-talking_sad.wav,sad
3092,data/training\Actor_11\11_02_01_01_dogs-sitting_sad.wav,sad
3093,data/training\Actor_11\11_02_01_01_kids-talking_sad.wav,sad
3094,data/training\Actor_11\11_02_01_02_dogs-sitting_sad.wav,sad
3095,data/training\Actor_11\11_02_01_02_kids-talking_sad.wav,sad
3096,data/training\Actor_11\11_02_02_01_dogs-sitting_sad.wav,sad
3097,data/training\Actor_11\11_02_02_01_kids-talking_sad.wav,sad
3098,data/training\Actor_11\11_02_02_02_dogs-sitting_sad.wav,sad
3099,data/training\Actor_11\11_02_02_02_kids-talking_sad.wav,sad
3100,data/training\Actor_12\03-02-04-01-01-01-12_sad.wav,sad
3101,data/training\Actor_12\03-02-04-01-01-02-12_sad.wav,sad
3102,data/training\Actor_12\03-02-04-01-02-01-12_sad.wav,sad
3103,data/training\Actor_12\03-02-04-01-02-02-12_sad.wav,sad
3104,data/training\Actor_12\03-02-04-02-01-01-12_sad.wav,sad
3105,data/training\Actor_12\03-02-04-02-01-02-12_sad.wav,sad
3106,data/training\Actor_12\03-02-04-02-02-01-12_sad.wav,sad
3107,data/training\Actor_12\03-02-04-02-02-02-12_sad.wav,sad
3108,data/training\Actor_12\12_01_01_01_dogs-sitting_sad.wav,sad
3109,data/training\Actor_12\12_01_01_01_kids-talking_sad.wav,sad
3110,data/training\Actor_12\12_01_01_02_dogs-sitting_sad.wav,sad
3111,data/training\Actor_12\12_01_01_02_kids-talking_sad.wav,sad
3112,data/training\Actor_12\12_01_02_01_dogs-sitting_sad.wav,sad
3113,data/training\Actor_12\12_01_02_01_kids-talking_sad.wav,sad
3114,data/training\Actor_12\12_01_02_02_dogs-sitting_sad.wav,sad
3115,data/training\Actor_12\12_01_02_02_kids-talking_sad.wav,sad
3116,data/training\Actor_12\12_02_01_01_dogs-sitting_sad.wav,sad
3117,data/training\Actor_12\12_02_01_01_kids-talking_sad.wav,sad
3118,data/training\Actor_12\12_02_01_02_dogs-sitting_sad.wav,sad
3119,data/training\Actor_12\12_02_01_02_kids-talking_sad.wav,sad
3120,data/training\Actor_12\12_02_02_01_dogs-sitting_sad.wav,sad
3121,data/training\Actor_12\12_02_02_01_kids-talking_sad.wav,sad
3122,data/training\Actor_12\12_02_02_02_dogs-sitting_sad.wav,sad
3123,data/training\Actor_12\12_02_02_02_kids-talking_sad.wav,sad
3124,data/training\Actor_13\03-02-04-01-01-01-13_sad.wav,sad
3125,data/training\Actor_13\03-02-04-01-01-02-13_sad.wav,sad
3126,data/training\Actor_13\03-02-04-01-02-01-13_sad.wav,sad
3127,data/training\Actor_13\03-02-04-01-02-02-13_sad.wav,sad
3128,data/training\Actor_13\03-02-04-02-01-01-13_sad.wav,sad
3129,data/training\Actor_13\03-02-04-02-01-02-13_sad.wav,sad
3130,data/training\Actor_13\03-02-04-02-02-01-13_sad.wav,sad
3131,data/training\Actor_13\03-02-04-02-02-02-13_sad.wav,sad
3132,data/training\Actor_13\13_01_01_01_dogs-sitting_sad.wav,sad
3133,data/training\Actor_13\13_01_01_01_kids-talking_sad.wav,sad
3134,data/training\Actor_13\13_01_01_02_dogs-sitting_sad.wav,sad
3135,data/training\Actor_13\13_01_01_02_kids-talking_sad.wav,sad
3136,data/training\Actor_13\13_01_02_01_dogs-sitting_sad.wav,sad
3137,data/training\Actor_13\13_01_02_01_kids-talking_sad.wav,sad
3138,data/training\Actor_13\13_01_02_02_dogs-sitting_sad.wav,sad
3139,data/training\Actor_13\13_01_02_02_kids-talking_sad.wav,sad
3140,data/training\Actor_13\13_02_01_01_dogs-sitting_sad.wav,sad
3141,data/training\Actor_13\13_02_01_01_kids-talking_sad.wav,sad
3142,data/training\Actor_13\13_02_01_02_dogs-sitting_sad.wav,sad
3143,data/training\Actor_13\13_02_01_02_kids-talking_sad.wav,sad
3144,data/training\Actor_13\13_02_02_01_dogs-sitting_sad.wav,sad
3145,data/training\Actor_13\13_02_02_01_kids-talking_sad.wav,sad
3146,data/training\Actor_13\13_02_02_02_dogs-sitting_sad.wav,sad
3147,data/training\Actor_13\13_02_02_02_kids-talking_sad.wav,sad
3148,data/training\Actor_14\03-02-04-01-01-01-14_sad.wav,sad
3149,data/training\Actor_14\03-02-04-01-01-02-14_sad.wav,sad
3150,data/training\Actor_14\03-02-04-01-02-01-14_sad.wav,sad
3151,data/training\Actor_14\03-02-04-01-02-02-14_sad.wav,sad
3152,data/training\Actor_14\03-02-04-02-01-01-14_sad.wav,sad
3153,data/training\Actor_14\03-02-04-02-01-02-14_sad.wav,sad
3154,data/training\Actor_14\03-02-04-02-02-01-14_sad.wav,sad
3155,data/training\Actor_14\03-02-04-02-02-02-14_sad.wav,sad
3156,data/training\Actor_14\14_02_01_01_dogs-sitting_sad.wav,sad
3157,data/training\Actor_14\14_02_01_01_kids-talking_sad.wav,sad
3158,data/training\Actor_14\14_02_01_02_dogs-sitting_sad.wav,sad
3159,data/training\Actor_14\14_02_01_02_kids-talking_sad.wav,sad
3160,data/training\Actor_14\14_02_02_01_dogs-sitting_sad.wav,sad
3161,data/training\Actor_14\14_02_02_01_kids-talking_sad.wav,sad
3162,data/training\Actor_14\14_02_02_02_dogs-sitting_sad.wav,sad
3163,data/training\Actor_14\14_02_02_02_kids-talking_sad.wav,sad
3164,data/training\Actor_15\03-02-04-01-01-01-15_sad.wav,sad
3165,data/training\Actor_15\03-02-04-01-01-02-15_sad.wav,sad
3166,data/training\Actor_15\03-02-04-01-02-01-15_sad.wav,sad
3167,data/training\Actor_15\03-02-04-01-02-02-15_sad.wav,sad
3168,data/training\Actor_15\03-02-04-02-01-01-15_sad.wav,sad
3169,data/training\Actor_15\03-02-04-02-01-02-15_sad.wav,sad
3170,data/training\Actor_15\03-02-04-02-02-01-15_sad.wav,sad
3171,data/training\Actor_15\03-02-04-02-02-02-15_sad.wav,sad
3172,data/training\Actor_15\15_02_01_01_dogs-sitting_sad.wav,sad
3173,data/training\Actor_15\15_02_01_01_kids-talking_sad.wav,sad
3174,data/training\Actor_15\15_02_01_02_dogs-sitting_sad.wav,sad
3175,data/training\Actor_15\15_02_01_02_kids-talking_sad.wav,sad
3176,data/training\Actor_15\15_02_02_01_dogs-sitting_sad.wav,sad
3177,data/training\Actor_15\15_02_02_01_kids-talking_sad.wav,sad
3178,data/training\Actor_15\15_02_02_02_dogs-sitting_sad.wav,sad
3179,data/training\Actor_15\15_02_02_02_kids-talking_sad.wav,sad
3180,data/training\Actor_16\03-02-04-01-01-01-16_sad.wav,sad
3181,data/training\Actor_16\03-02-04-01-01-02-16_sad.wav,sad
3182,data/training\Actor_16\03-02-04-01-02-01-16_sad.wav,sad
3183,data/training\Actor_16\03-02-04-01-02-02-16_sad.wav,sad
3184,data/training\Actor_16\03-02-04-02-01-01-16_sad.wav,sad
3185,data/training\Actor_16\03-02-04-02-01-02-16_sad.wav,sad
3186,data/training\Actor_16\03-02-04-02-02-01-16_sad.wav,sad
3187,data/training\Actor_16\03-02-04-02-02-02-16_sad.wav,sad
3188,data/training\Actor_16\16_02_01_01_dogs-sitting_sad.wav,sad
3189,data/training\Actor_16\16_02_01_01_kids-talking_sad.wav,sad
3190,data/training\Actor_16\16_02_01_02_dogs-sitting_sad.wav,sad
3191,data/training\Actor_16\16_02_01_02_kids-talking_sad.wav,sad
3192,data/training\Actor_16\16_02_02_01_dogs-sitting_sad.wav,sad
3193,data/training\Actor_16\16_02_02_01_kids-talking_sad.wav,sad
3194,data/training\Actor_16\16_02_02_02_dogs-sitting_sad.wav,sad
3195,data/training\Actor_16\16_02_02_02_kids-talking_sad.wav,sad
3196,data/training\Actor_17\03-02-04-01-01-01-17_sad.wav,sad
3197,data/training\Actor_17\03-02-04-01-01-02-17_sad.wav,sad
3198,data/training\Actor_17\03-02-04-01-02-01-17_sad.wav,sad
3199,data/training\Actor_17\03-02-04-01-02-02-17_sad.wav,sad
3200,data/training\Actor_17\03-02-04-02-01-01-17_sad.wav,sad
3201,data/training\Actor_17\03-02-04-02-01-02-17_sad.wav,sad
3202,data/training\Actor_17\03-02-04-02-02-01-17_sad.wav,sad
3203,data/training\Actor_17\03-02-04-02-02-02-17_sad.wav,sad
3204,data/training\Actor_17\17_02_01_01_dogs-sitting_sad.wav,sad
3205,data/training\Actor_17\17_02_01_01_kids-talking_sad.wav,sad
3206,data/training\Actor_17\17_02_01_02_dogs-sitting_sad.wav,sad
3207,data/training\Actor_17\17_02_01_02_kids-talking_sad.wav,sad
3208,data/training\Actor_17\17_02_02_01_dogs-sitting_sad.wav,sad
3209,data/training\Actor_17\17_02_02_01_kids-talking_sad.wav,sad
3210,data/training\Actor_17\17_02_02_02_dogs-sitting_sad.wav,sad
3211,data/training\Actor_17\17_02_02_02_kids-talking_sad.wav,sad
3212,data/training\Actor_18\18_01_01_01_dogs-sitting_sad.wav,sad
3213,data/training\Actor_18\18_01_01_01_kids-talking_sad.wav,sad
3214,data/training\Actor_18\18_01_01_02_dogs-sitting_sad.wav,sad
3215,data/training\Actor_18\18_01_01_02_kids-talking_sad.wav,sad
3216,data/training\Actor_18\18_01_02_01_dogs-sitting_sad.wav,sad
3217,data/training\Actor_18\18_01_02_01_kids-talking_sad.wav,sad
3218,data/training\Actor_18\18_01_02_02_dogs-sitting_sad.wav,sad
3219,data/training\Actor_18\18_01_02_02_kids-talking_sad.wav,sad
3220,data/training\Actor_19\03-02-04-01-01-01-19_sad.wav,sad
3221,data/training\Actor_19\03-02-04-01-01-02-19_sad.wav,sad
3222,data/training\Actor_19\03-02-04-01-02-01-19_sad.wav,sad
3223,data/training\Actor_19\03-02-04-01-02-02-19_sad.wav,sad
3224,data/training\Actor_19\03-02-04-02-01-01-19_sad.wav,sad
3225,data/training\Actor_19\03-02-04-02-01-02-19_sad.wav,sad
3226,data/training\Actor_19\03-02-04-02-02-01-19_sad.wav,sad
3227,data/training\Actor_19\03-02-04-02-02-02-19_sad.wav,sad
3228,data/training\Actor_19\19_01_01_01_dogs-sitting_sad.wav,sad
3229,data/training\Actor_19\19_01_01_01_kids-talking_sad.wav,sad
3230,data/training\Actor_19\19_01_01_02_dogs-sitting_sad.wav,sad
3231,data/training\Actor_19\19_01_01_02_kids-talking_sad.wav,sad
3232,data/training\Actor_19\19_01_02_01_dogs-sitting_sad.wav,sad
3233,data/training\Actor_19\19_01_02_01_kids-talking_sad.wav,sad
3234,data/training\Actor_19\19_01_02_02_dogs-sitting_sad.wav,sad
3235,data/training\Actor_19\19_01_02_02_kids-talking_sad.wav,sad
3236,data/training\Actor_19\19_02_01_01_dogs-sitting_sad.wav,sad
3237,data/training\Actor_19\19_02_01_01_kids-talking_sad.wav,sad
3238,data/training\Actor_19\19_02_01_02_dogs-sitting_sad.wav,sad
3239,data/training\Actor_19\19_02_01_02_kids-talking_sad.wav,sad
3240,data/training\Actor_19\19_02_02_01_dogs-sitting_sad.wav,sad
3241,data/training\Actor_19\19_02_02_01_kids-talking_sad.wav,sad
3242,data/training\Actor_19\19_02_02_02_dogs-sitting_sad.wav,sad
3243,data/training\Actor_19\19_02_02_02_kids-talking_sad.wav,sad
3244,data/training\Actor_20\03-02-04-01-01-01-20_sad.wav,sad
3245,data/training\Actor_20\03-02-04-01-01-02-20_sad.wav,sad
3246,data/training\Actor_20\03-02-04-01-02-01-20_sad.wav,sad
3247,data/training\Actor_20\03-02-04-01-02-02-20_sad.wav,sad
3248,data/training\Actor_20\03-02-04-02-01-01-20_sad.wav,sad
3249,data/training\Actor_20\03-02-04-02-01-02-20_sad.wav,sad
3250,data/training\Actor_20\03-02-04-02-02-01-20_sad.wav,sad
3251,data/training\Actor_20\03-02-04-02-02-02-20_sad.wav,sad
3252,data/training\Actor_20\20_01_01_01_dogs-sitting_sad.wav,sad
3253,data/training\Actor_20\20_01_01_01_kids-talking_sad.wav,sad
3254,data/training\Actor_20\20_01_01_02_dogs-sitting_sad.wav,sad
3255,data/training\Actor_20\20_01_01_02_kids-talking_sad.wav,sad
3256,data/training\Actor_20\20_01_02_01_dogs-sitting_sad.wav,sad
3257,data/training\Actor_20\20_01_02_01_kids-talking_sad.wav,sad
3258,data/training\Actor_20\20_01_02_02_dogs-sitting_sad.wav,sad
3259,data/training\Actor_20\20_01_02_02_kids-talking_sad.wav,sad
3260,data/training\Actor_21\03-02-04-01-01-01-21_sad.wav,sad
3261,data/training\Actor_21\03-02-04-01-01-02-21_sad.wav,sad
3262,data/training\Actor_21\03-02-04-01-02-01-21_sad.wav,sad
3263,data/training\Actor_21\03-02-04-01-02-02-21_sad.wav,sad
3264,data/training\Actor_21\03-02-04-02-01-01-21_sad.wav,sad
3265,data/training\Actor_21\03-02-04-02-01-02-21_sad.wav,sad
3266,data/training\Actor_21\03-02-04-02-02-01-21_sad.wav,sad
3267,data/training\Actor_21\03-02-04-02-02-02-21_sad.wav,sad
3268,data/training\Actor_21\21_01_01_01_dogs-sitting_sad.wav,sad
3269,data/training\Actor_21\21_01_01_01_kids-talking_sad.wav,sad
3270,data/training\Actor_21\21_01_01_02_dogs-sitting_sad.wav,sad
3271,data/training\Actor_21\21_01_01_02_kids-talking_sad.wav,sad
3272,data/training\Actor_21\21_01_02_01_dogs-sitting_sad.wav,sad
3273,data/training\Actor_21\21_01_02_01_kids-talking_sad.wav,sad
3274,data/training\Actor_21\21_01_02_02_dogs-sitting_sad.wav,sad
3275,data/training\Actor_21\21_01_02_02_kids-talking_sad.wav,sad
3276,data/training\Actor_22\03-02-04-01-01-01-22_sad.wav,sad
3277,data/training\Actor_22\03-02-04-01-01-02-22_sad.wav,sad
3278,data/training\Actor_22\03-02-04-01-02-01-22_sad.wav,sad
3279,data/training\Actor_22\03-02-04-01-02-02-22_sad.wav,sad
3280,data/training\Actor_22\03-02-04-02-01-01-22_sad.wav,sad
3281,data/training\Actor_22\03-02-04-02-01-02-22_sad.wav,sad
3282,data/training\Actor_22\03-02-04-02-02-01-22_sad.wav,sad
3283,data/training\Actor_22\03-02-04-02-02-02-22_sad.wav,sad
3284,data/training\Actor_22\22_01_01_01_dogs-sitting_sad.wav,sad
3285,data/training\Actor_22\22_01_01_01_kids-talking_sad.wav,sad
3286,data/training\Actor_22\22_01_01_02_dogs-sitting_sad.wav,sad
3287,data/training\Actor_22\22_01_01_02_kids-talking_sad.wav,sad
3288,data/training\Actor_22\22_01_02_01_dogs-sitting_sad.wav,sad
3289,data/training\Actor_22\22_01_02_01_kids-talking_sad.wav,sad
3290,data/training\Actor_22\22_01_02_02_dogs-sitting_sad.wav,sad
3291,data/training\Actor_22\22_01_02_02_kids-talking_sad.wav,sad
3292,data/training\Actor_23\03-02-04-01-01-01-23_sad.wav,sad
3293,data/training\Actor_23\03-02-04-01-01-02-23_sad.wav,sad
3294,data/training\Actor_23\03-02-04-01-02-01-23_sad.wav,sad
3295,data/training\Actor_23\03-02-04-01-02-02-23_sad.wav,sad
3296,data/training\Actor_23\03-02-04-02-01-01-23_sad.wav,sad
3297,data/training\Actor_23\03-02-04-02-01-02-23_sad.wav,sad
3298,data/training\Actor_23\03-02-04-02-02-01-23_sad.wav,sad
3299,data/training\Actor_23\03-02-04-02-02-02-23_sad.wav,sad
3300,data/training\Actor_23\23_01_01_01_dogs-sitting_sad.wav,sad
3301,data/training\Actor_23\23_01_01_01_kids-talking_sad.wav,sad
3302,data/training\Actor_23\23_01_01_02_dogs-sitting_sad.wav,sad
3303,data/training\Actor_23\23_01_01_02_kids-talking_sad.wav,sad
3304,data/training\Actor_23\23_01_02_01_dogs-sitting_sad.wav,sad
3305,data/training\Actor_23\23_01_02_01_kids-talking_sad.wav,sad
3306,data/training\Actor_23\23_01_02_02_dogs-sitting_sad.wav,sad
3307,data/training\Actor_23\23_01_02_02_kids-talking_sad.wav,sad
3308,data/training\Actor_24\03-02-04-01-01-01-24_sad.wav,sad
3309,data/training\Actor_24\03-02-04-01-01-02-24_sad.wav,sad
3310,data/training\Actor_24\03-02-04-01-02-01-24_sad.wav,sad
3311,data/training\Actor_24\03-02-04-01-02-02-24_sad.wav,sad
3312,data/training\Actor_24\03-02-04-02-01-01-24_sad.wav,sad
3313,data/training\Actor_24\03-02-04-02-01-02-24_sad.wav,sad
